 ITER          Simple-error          Ya-error
  4486      0.51940526E-06      0.24564599E+00
  4487      0.51827800E-06      0.24578255E+00
  4488      0.51715352E-06      0.24591783E+00
  4489      0.51603092E-06      0.24604991E+00
  4490      0.51490957E-06      0.24618180E+00
  4491      0.51379396E-06      0.24631074E+00
  4492      0.51267909E-06      0.24643776E+00
  4493      0.51157173E-06      0.24656333E+00
  4494      0.51046720E-06      0.24668589E+00
  4495      0.50936859E-06      0.24680658E+00
  4496      0.50827219E-06      0.24692869E+00
  4497      0.50718160E-06      0.24704415E+00
  4498      0.50609731E-06      0.24716043E+00
  4499      0.50501501E-06      0.24727261E+00
  4500      0.50393777E-06      0.24738637E+00
  4501      0.49816242E-06      0.24757063E+00
  4502      0.49709178E-06      0.24769175E+00
  4503      0.49601954E-06      0.24779910E+00
  4504      0.49494969E-06      0.24790205E+00
  4505      0.49387972E-06      0.24799985E+00
  4506      0.49281158E-06      0.24809332E+00
  4507      0.49174668E-06      0.24818188E+00
  4508      0.49068296E-06      0.24826866E+00
  4509      0.48962136E-06      0.24835114E+00
  4510      0.48855912E-06      0.24843128E+00
  4511      0.48750070E-06      0.24850740E+00
  4512      0.48644176E-06      0.24858125E+00
  4513      0.48538533E-06      0.24865282E+00
  4514      0.48433100E-06      0.24872029E+00
  4515      0.48327684E-06      0.24878457E+00
  4516      0.48222540E-06      0.24884814E+00
  4517      0.48117602E-06      0.24890852E+00
  4518      0.48012652E-06      0.24896286E+00
  4519      0.47907895E-06      0.24901859E+00
  4520      0.47803394E-06      0.24906796E+00
  4521      0.47699064E-06      0.24911916E+00
  4522      0.47594816E-06      0.24916315E+00
  4523      0.47490789E-06      0.24920663E+00
  4524      0.47386857E-06      0.24924751E+00
  4525      0.47283265E-06      0.24928360E+00
  4526      0.47179790E-06      0.24931879E+00
  4527      0.47076611E-06      0.24934958E+00
  4528      0.46973480E-06      0.24937855E+00
  4529      0.46870645E-06      0.24940555E+00
  4530      0.46767906E-06      0.24942867E+00
  4531      0.46665428E-06      0.24944900E+00
  4532      0.46563156E-06      0.24946834E+00
  4533      0.46461093E-06      0.24948473E+00
  4534      0.46359352E-06      0.24949868E+00
  4535      0.46257597E-06      0.24951297E+00
  4536      0.46156160E-06      0.24952221E+00
  4537      0.46054876E-06      0.24953170E+00
  4538      0.45953942E-06      0.24953769E+00
  4539      0.45852960E-06      0.24954449E+00
  4540      0.45752338E-06      0.24954808E+00
  4541      0.45651799E-06      0.24955302E+00
  4542      0.45551516E-06      0.24955378E+00
  4543      0.45451387E-06      0.24955416E+00
  4544      0.45351601E-06      0.24955460E+00
  4545      0.45251954E-06      0.24955127E+00
  4546      0.45152376E-06      0.24954994E+00
  4547      0.45053017E-06      0.24954568E+00
  4548      0.44953791E-06      0.24954182E+00
  4549      0.44854823E-06      0.24953730E+00
  4550      0.44755799E-06      0.24953067E+00
  4551      0.44657091E-06      0.24952351E+00
  4552      0.44558342E-06      0.24951544E+00
  4553      0.44459736E-06      0.24950710E+00
  4554      0.44361371E-06      0.24949901E+00
  4555      0.44262981E-06      0.24948820E+00
  4556      0.44164710E-06      0.24947630E+00
  4557      0.44066391E-06      0.24946506E+00
  4558      0.43968242E-06      0.24945167E+00
  4559      0.43870148E-06      0.24943955E+00
  4560      0.43772116E-06      0.24942519E+00
  4561      0.43674015E-06      0.24941029E+00
  4562      0.43575841E-06      0.24939425E+00
  4563      0.43477820E-06      0.24937773E+00
  4564      0.43379822E-06      0.24936025E+00
  4565      0.43281693E-06      0.24934192E+00
  4566      0.43183587E-06      0.24932325E+00
  4567      0.43085242E-06      0.24930234E+00
  4568      0.42987224E-06      0.24928321E+00
  4569      0.42888988E-06      0.24926116E+00
  4570      0.42790572E-06      0.24923827E+00
  4571      0.42692341E-06      0.24921627E+00
  4572      0.42593877E-06      0.24919350E+00
  4573      0.42495523E-06      0.24916714E+00
  4574      0.42396888E-06      0.24914235E+00
  4575      0.42298427E-06      0.24911651E+00
  4576      0.42199935E-06      0.24909046E+00
  4577      0.42101217E-06      0.24906375E+00
  4578      0.42002563E-06      0.24903487E+00
  4579      0.41903752E-06      0.24900602E+00
  4580      0.41804910E-06      0.24897709E+00
  4581      0.41706181E-06      0.24894632E+00
  4582      0.41607484E-06      0.24891722E+00
  4583      0.41508531E-06      0.24888524E+00
  4584      0.41409680E-06      0.24885604E+00
  4585      0.41310844E-06      0.24882397E+00
  4586      0.41211896E-06      0.24879296E+00
  4587      0.41112924E-06      0.24876130E+00
  4588      0.41014059E-06      0.24872921E+00
  4589      0.40915054E-06      0.24869713E+00
  4590      0.40816244E-06      0.24866582E+00
  4591      0.40717165E-06      0.24863389E+00
  4592      0.40618278E-06      0.24860314E+00
  4593      0.40519168E-06      0.24857152E+00
  4594      0.40420306E-06      0.24854131E+00
  4595      0.40321399E-06      0.24851215E+00
  4596      0.40222554E-06      0.24848288E+00
  4597      0.40123581E-06      0.24845296E+00
  4598      0.40024611E-06      0.24842575E+00
  4599      0.39925834E-06      0.24839941E+00
  4600      0.39827009E-06      0.24837373E+00
  4601      0.39728320E-06      0.24835008E+00
  4602      0.39629680E-06      0.24832743E+00
  4603      0.39531051E-06      0.24830537E+00
  4604      0.39432504E-06      0.24828632E+00
  4605      0.39334040E-06      0.24826938E+00
  4606      0.39235709E-06      0.24825419E+00
  4607      0.39137453E-06      0.24824069E+00
  4608      0.39039463E-06      0.24823441E+00
  4609      0.38941505E-06      0.24823566E+00
  4610      0.38843808E-06      0.24824123E+00
  4611      0.38746143E-06      0.24825436E+00
  4612      0.38648810E-06      0.24826793E+00
  4613      0.38551613E-06      0.24828604E+00
  4614      0.38454513E-06      0.24830863E+00
  4615      0.38357609E-06      0.24833381E+00
  4616      0.38260706E-06      0.24836594E+00
  4617      0.38163773E-06      0.24839862E+00
  4618      0.38067134E-06      0.24843566E+00
  4619      0.37970403E-06      0.24847583E+00
  4620      0.37873858E-06      0.24851954E+00
  4621      0.37777221E-06      0.24856621E+00
  4622      0.37680795E-06      0.24861935E+00
  4623      0.37584343E-06      0.24867579E+00
  4624      0.37488073E-06      0.24873225E+00
  4625      0.37391771E-06      0.24879378E+00
  4626      0.37295536E-06      0.24885766E+00
  4627      0.37199544E-06      0.24892549E+00
  4628      0.37103493E-06      0.24899901E+00
  4629      0.37007410E-06      0.24907349E+00
  4630      0.36911698E-06      0.24915409E+00
  4631      0.36815845E-06      0.24923559E+00
  4632      0.36720030E-06      0.24932051E+00
  4633      0.36624454E-06      0.24940944E+00
  4634      0.36528994E-06      0.24949908E+00
  4635      0.36433465E-06      0.24959496E+00
  4636      0.36338267E-06      0.24969366E+00
  4637      0.36242972E-06      0.24979687E+00
  4638      0.36148072E-06      0.24990056E+00
  4639      0.36053029E-06      0.25000808E+00
  4640      0.35958172E-06      0.25011775E+00
  4641      0.35863471E-06      0.25022957E+00
  4642      0.35768821E-06      0.25034666E+00
  4643      0.35674168E-06      0.25046504E+00
  4644      0.35579640E-06      0.25058571E+00
  4645      0.35485218E-06      0.25070852E+00
  4646      0.35390974E-06      0.25083405E+00
  4647      0.35296694E-06      0.25096089E+00
  4648      0.35202666E-06      0.25108981E+00
  4649      0.35108681E-06      0.25122029E+00
  4650      0.35014642E-06      0.25135189E+00
  4651      0.34920885E-06      0.25148714E+00
  4652      0.34827085E-06      0.25162113E+00
  4653      0.34733395E-06      0.25175807E+00
  4654      0.34639839E-06      0.25189608E+00
  4655      0.34546389E-06      0.25203630E+00
  4656      0.34453004E-06      0.25217688E+00
  4657      0.34359806E-06      0.25231627E+00
  4658      0.34266611E-06      0.25246030E+00
  4659      0.34173533E-06      0.25260523E+00
  4660      0.34080509E-06      0.25274986E+00
  4661      0.33987592E-06      0.25289649E+00
  4662      0.33894887E-06      0.25304431E+00
  4663      0.33802164E-06      0.25319231E+00
  4664      0.33709503E-06      0.25334197E+00
  4665      0.33617061E-06      0.25349209E+00
  4666      0.33524671E-06      0.25364390E+00
  4667      0.33432309E-06      0.25379550E+00
  4668      0.33340112E-06      0.25394922E+00
  4669      0.33248034E-06      0.25410309E+00
  4670      0.33156005E-06      0.25425646E+00
  4671      0.33064018E-06      0.25441328E+00
  4672      0.32972250E-06      0.25456846E+00
  4673      0.32880550E-06      0.25472590E+00
  4674      0.32789015E-06      0.25488436E+00
  4675      0.32697500E-06      0.25504205E+00
  4676      0.32606059E-06      0.25520036E+00
  4677      0.32514734E-06      0.25536016E+00
  4678      0.32423566E-06      0.25552079E+00
  4679      0.32332423E-06      0.25567946E+00
  4680      0.32241451E-06      0.25583991E+00
  4681      0.32150459E-06      0.25600174E+00
  4682      0.32059657E-06      0.25616238E+00
  4683      0.31968884E-06      0.25632343E+00
  4684      0.31878216E-06      0.25648439E+00
  4685      0.31787599E-06      0.25664747E+00
  4686      0.31697172E-06      0.25680986E+00
  4687      0.31606820E-06      0.25697085E+00
  4688      0.31516424E-06      0.25713333E+00
  4689      0.31426273E-06      0.25729638E+00
  4690      0.31336128E-06      0.25745773E+00
  4691      0.31246154E-06      0.25762156E+00
  4692      0.31156063E-06      0.25778341E+00
  4693      0.31066313E-06      0.25794631E+00
  4694      0.30976472E-06      0.25810885E+00
  4695      0.30886710E-06      0.25826925E+00
  4696      0.30797173E-06      0.25843117E+00
  4697      0.30707650E-06      0.25859341E+00
  4698      0.30618176E-06      0.25875470E+00
  4699      0.30528847E-06      0.25891545E+00
  4700      0.30439506E-06      0.25907645E+00
  4701      0.30350344E-06      0.25923762E+00
  4702      0.30261194E-06      0.25939560E+00
  4703      0.30172086E-06      0.25955513E+00
  4704      0.30083135E-06      0.25971401E+00
  4705      0.29994223E-06      0.25987256E+00
  4706      0.29905428E-06      0.26002881E+00
  4707      0.29816724E-06      0.26018652E+00
  4708      0.29728065E-06      0.26034316E+00
  4709      0.29639529E-06      0.26049948E+00
  4710      0.29551015E-06      0.26065284E+00
  4711      0.29462555E-06      0.26080430E+00
  4712      0.29374291E-06      0.26096037E+00
  4713      0.29286022E-06      0.26111060E+00
  4714      0.29197918E-06      0.26126090E+00
  4715      0.29109910E-06      0.26141164E+00
  4716      0.29021788E-06      0.26156214E+00
  4717      0.28933937E-06      0.26170993E+00
  4718      0.28846171E-06      0.26185793E+00
  4719      0.28758438E-06      0.26200226E+00
  4720      0.28670863E-06      0.26214731E+00
  4721      0.28583310E-06      0.26229021E+00
  4722      0.28495930E-06      0.26243356E+00
  4723      0.28408621E-06      0.26257542E+00
  4724      0.28321378E-06      0.26271498E+00
  4725      0.28234257E-06      0.26285034E+00
  4726      0.28147178E-06      0.26298991E+00
  4727      0.28060299E-06      0.26312536E+00
  4728      0.27973479E-06      0.26325887E+00
  4729      0.27886730E-06      0.26339179E+00
  4730      0.27799945E-06      0.26352397E+00
  4731      0.27713531E-06      0.26365468E+00
  4732      0.27627050E-06      0.26378068E+00
  4733      0.27540707E-06      0.26390839E+00
  4734      0.27454416E-06      0.26403347E+00
  4735      0.27368256E-06      0.26415676E+00
  4736      0.27282169E-06      0.26427713E+00
  4737      0.27196103E-06      0.26439792E+00
  4738      0.27110224E-06      0.26451576E+00
  4739      0.27024370E-06      0.26463154E+00
  4740      0.26938710E-06      0.26474798E+00
  4741      0.26853056E-06      0.26485944E+00
  4742      0.26767520E-06      0.26497123E+00
  4743      0.26682147E-06      0.26507926E+00
  4744      0.26596740E-06      0.26518601E+00
  4745      0.26511566E-06      0.26529187E+00
  4746      0.26426449E-06      0.26539609E+00
  4747      0.26341360E-06      0.26549736E+00
  4748      0.26256438E-06      0.26559705E+00
  4749      0.26171625E-06      0.26569408E+00
  4750      0.26086880E-06      0.26578993E+00
  4751      0.25740113E-06      0.26596686E+00
  4752      0.25656229E-06      0.26607838E+00
  4753      0.25572240E-06      0.26617312E+00
  4754      0.25488276E-06      0.26626149E+00
  4755      0.25404501E-06      0.26634589E+00
  4756      0.25320833E-06      0.26642442E+00
  4757      0.25237262E-06      0.26649830E+00
  4758      0.25153864E-06      0.26657107E+00
  4759      0.25070580E-06      0.26663974E+00
  4760      0.24987375E-06      0.26670581E+00
  4761      0.24904332E-06      0.26676843E+00
  4762      0.24821409E-06      0.26682946E+00
  4763      0.24738611E-06      0.26688775E+00
  4764      0.24655969E-06      0.26694569E+00
  4765      0.24573390E-06      0.26700103E+00
  4766      0.24490970E-06      0.26705271E+00
  4767      0.24408655E-06      0.26710403E+00
  4768      0.24326434E-06      0.26715335E+00
  4769      0.24244346E-06      0.26720101E+00
  4770      0.24162321E-06      0.26724577E+00
  4771      0.24080364E-06      0.26729074E+00
  4772      0.23998635E-06      0.26733217E+00
  4773      0.23916925E-06      0.26737195E+00
  4774      0.23835391E-06      0.26740915E+00
  4775      0.23753915E-06      0.26744556E+00
  4776      0.23672573E-06      0.26748264E+00
  4777      0.23591298E-06      0.26751423E+00
  4778      0.23510192E-06      0.26754448E+00
  4779      0.23429209E-06      0.26757595E+00
  4780      0.23348247E-06      0.26760492E+00
  4781      0.23267516E-06      0.26763129E+00
  4782      0.23186816E-06      0.26765537E+00
  4783      0.23106264E-06      0.26767850E+00
  4784      0.23025798E-06      0.26770011E+00
  4785      0.22945478E-06      0.26771945E+00
  4786      0.22865251E-06      0.26773965E+00
  4787      0.22785088E-06      0.26775619E+00
  4788      0.22705143E-06      0.26777220E+00
  4789      0.22625339E-06      0.26778850E+00
  4790      0.22545541E-06      0.26780152E+00
  4791      0.22465920E-06      0.26781482E+00
  4792      0.22386412E-06      0.26782605E+00
  4793      0.22307076E-06      0.26783627E+00
  4794      0.22227795E-06      0.26784706E+00
  4795      0.22148733E-06      0.26785797E+00
  4796      0.22069702E-06      0.26786578E+00
  4797      0.21990874E-06      0.26787329E+00
  4798      0.21912111E-06      0.26788244E+00
  4799      0.21833515E-06      0.26788914E+00
  4800      0.21755019E-06      0.26789603E+00
  4801      0.21676640E-06      0.26790214E+00
  4802      0.21598430E-06      0.26790896E+00
  4803      0.21520357E-06      0.26791552E+00
  4804      0.21442396E-06      0.26792023E+00
  4805      0.21364539E-06      0.26792464E+00
  4806      0.21286898E-06      0.26793242E+00
  4807      0.21209281E-06      0.26793841E+00
  4808      0.21131882E-06      0.26794460E+00
  4809      0.21054574E-06      0.26795015E+00
  4810      0.20977478E-06      0.26795745E+00
  4811      0.20900436E-06      0.26796436E+00
  4812      0.20823570E-06      0.26797071E+00
  4813      0.20746825E-06      0.26797903E+00
  4814      0.20670220E-06      0.26798728E+00
  4815      0.20593799E-06      0.26799649E+00
  4816      0.20517517E-06      0.26800531E+00
  4817      0.20441320E-06      0.26801658E+00
  4818      0.20365370E-06      0.26802653E+00
  4819      0.20289509E-06      0.26804006E+00
  4820      0.20213744E-06      0.26805222E+00
  4821      0.20138182E-06      0.26806593E+00
  4822      0.20062792E-06      0.26807937E+00
  4823      0.19987476E-06      0.26809514E+00
  4824      0.19912378E-06      0.26811248E+00
  4825      0.19837370E-06      0.26812965E+00
  4826      0.19762544E-06      0.26814848E+00
  4827      0.19687924E-06      0.26816955E+00
  4828      0.19613414E-06      0.26819131E+00
  4829      0.19539011E-06      0.26821235E+00
  4830      0.19464791E-06      0.26823670E+00
  4831      0.19390679E-06      0.26826134E+00
  4832      0.19316847E-06      0.26829052E+00
  4833      0.19243036E-06      0.26831818E+00
  4834      0.19169386E-06      0.26834789E+00
  4835      0.19095867E-06      0.26837897E+00
  4836      0.19022585E-06      0.26841193E+00
  4837      0.18949429E-06      0.26844782E+00
  4838      0.18876356E-06      0.26848280E+00
  4839      0.18803436E-06      0.26852009E+00
  4840      0.18730726E-06      0.26855952E+00
  4841      0.18658059E-06      0.26859963E+00
  4842      0.18585618E-06      0.26864213E+00
  4843      0.18513295E-06      0.26868621E+00
  4844      0.18441131E-06      0.26873115E+00
  4845      0.18369064E-06      0.26877779E+00
  4846      0.18297129E-06      0.26882672E+00
  4847      0.18225342E-06      0.26887658E+00
  4848      0.18153663E-06      0.26892930E+00
  4849      0.18082196E-06      0.26898301E+00
  4850      0.18010803E-06      0.26903695E+00
  4851      0.17939549E-06      0.26909375E+00
  4852      0.17868413E-06      0.26915151E+00
  4853      0.17797434E-06      0.26921099E+00
  4854      0.17726602E-06      0.26927269E+00
  4855      0.17655884E-06      0.26933455E+00
  4856      0.17585252E-06      0.26939896E+00
  4857      0.17514756E-06      0.26946458E+00
  4858      0.17444449E-06      0.26953000E+00
  4859      0.17374231E-06      0.26959929E+00
  4860      0.17304136E-06      0.26966959E+00
  4861      0.17234164E-06      0.26974007E+00
  4862      0.17164285E-06      0.26981282E+00
  4863      0.17094607E-06      0.26988727E+00
  4864      0.17025033E-06      0.26996130E+00
  4865      0.16955593E-06      0.27003828E+00
  4866      0.16886207E-06      0.27011332E+00
  4867      0.16817032E-06      0.27019194E+00
  4868      0.16747973E-06      0.27027062E+00
  4869      0.16679050E-06      0.27035189E+00
  4870      0.16610194E-06      0.27043355E+00
  4871      0.16541489E-06      0.27051646E+00
  4872      0.16472890E-06      0.27059972E+00
  4873      0.16404412E-06      0.27068350E+00
  4874      0.16336080E-06      0.27077043E+00
  4875      0.16267838E-06      0.27085477E+00
  4876      0.16199738E-06      0.27094164E+00
  4877      0.16131747E-06      0.27102900E+00
  4878      0.16063858E-06      0.27111766E+00
  4879      0.15996122E-06      0.27120647E+00
  4880      0.15928465E-06      0.27129671E+00
  4881      0.15860986E-06      0.27138755E+00
  4882      0.15793508E-06      0.27147838E+00
  4883      0.15726198E-06      0.27157000E+00
  4884      0.15659020E-06      0.27166107E+00
  4885      0.15592006E-06      0.27175215E+00
  4886      0.15525002E-06      0.27184775E+00
  4887      0.15458210E-06      0.27194041E+00
  4888      0.15391446E-06      0.27203280E+00
  4889      0.15324846E-06      0.27212691E+00
  4890      0.15258311E-06      0.27222285E+00
  4891      0.15191929E-06      0.27231672E+00
  4892      0.15125620E-06      0.27240986E+00
  4893      0.15059419E-06      0.27250546E+00
  4894      0.14993360E-06      0.27260131E+00
  4895      0.14927416E-06      0.27269560E+00
  4896      0.14861554E-06      0.27279234E+00
  4897      0.14795803E-06      0.27288604E+00
  4898      0.14730203E-06      0.27298039E+00
  4899      0.14664683E-06      0.27307621E+00
  4900      0.14599239E-06      0.27317208E+00
  4901      0.14533963E-06      0.27326608E+00
  4902      0.14468755E-06      0.27336225E+00
  4903      0.14403665E-06      0.27345678E+00
  4904      0.14338706E-06      0.27355129E+00
  4905      0.14273836E-06      0.27364564E+00
  4906      0.14209074E-06      0.27374023E+00
  4907      0.14144409E-06      0.27383325E+00
  4908      0.14079839E-06      0.27392676E+00
  4909      0.14015431E-06      0.27402076E+00
  4910      0.13951096E-06      0.27411386E+00
  4911      0.13886903E-06      0.27420524E+00
  4912      0.13822761E-06      0.27429709E+00
  4913      0.13758741E-06      0.27438954E+00
  4914      0.13694859E-06      0.27447957E+00
  4915      0.13631048E-06      0.27457091E+00
  4916      0.13567390E-06      0.27466017E+00
  4917      0.13503792E-06      0.27475020E+00
  4918      0.13440345E-06      0.27483970E+00
  4919      0.13376969E-06      0.27492699E+00
  4920      0.13313691E-06      0.27501389E+00
  4921      0.13250573E-06      0.27510014E+00
  4922      0.13187525E-06      0.27518716E+00
  4923      0.13124624E-06      0.27527124E+00
  4924      0.13061779E-06      0.27535585E+00
  4925      0.12999067E-06      0.27543947E+00
  4926      0.12936427E-06      0.27552193E+00
  4927      0.12873957E-06      0.27560419E+00
  4928      0.12811557E-06      0.27568549E+00
  4929      0.12749250E-06      0.27576581E+00
  4930      0.12687059E-06      0.27584386E+00
  4931      0.12625010E-06      0.27592289E+00
  4932      0.12563018E-06      0.27600011E+00
  4933      0.12501188E-06      0.27607563E+00
  4934      0.12439439E-06      0.27615309E+00
  4935      0.12377826E-06      0.27622616E+00
  4936      0.12316252E-06      0.27629927E+00
  4937      0.12254849E-06      0.27637213E+00
  4938      0.12193536E-06      0.27644488E+00
  4939      0.12132320E-06      0.27651367E+00
  4940      0.12071243E-06      0.27658275E+00
  4941      0.12010278E-06      0.27665010E+00
  4942      0.11949395E-06      0.27671787E+00
  4943      0.11888621E-06      0.27678362E+00
  4944      0.11827974E-06      0.27684858E+00
  4945      0.11767409E-06      0.27691042E+00
  4946      0.11706998E-06      0.27697495E+00
  4947      0.11646641E-06      0.27703667E+00
  4948      0.11586448E-06      0.27709550E+00
  4949      0.11526360E-06      0.27715403E+00
  4950      0.11466378E-06      0.27721035E+00
  4951      0.11406487E-06      0.27726775E+00
  4952      0.11346734E-06      0.27732351E+00
  4953      0.11287084E-06      0.27737710E+00
  4954      0.11227538E-06      0.27743077E+00
  4955      0.11168118E-06      0.27748296E+00
  4956      0.11108800E-06      0.27753222E+00
  4957      0.11049617E-06      0.27758214E+00
  4958      0.10990536E-06      0.27762929E+00
  4959      0.10931576E-06      0.27767745E+00
  4960      0.10872722E-06      0.27772221E+00
  4961      0.10813993E-06      0.27776608E+00
  4962      0.10755385E-06      0.27781099E+00
  4963      0.10696869E-06      0.27785119E+00
  4964      0.10638489E-06      0.27789295E+00
  4965      0.10580251E-06      0.27793282E+00
  4966      0.10522076E-06      0.27797043E+00
  4967      0.10464085E-06      0.27800813E+00
  4968      0.10406168E-06      0.27804327E+00
  4969      0.10348396E-06      0.27807820E+00
  4970      0.10290712E-06      0.27811322E+00
  4971      0.10233180E-06      0.27814546E+00
  4972      0.10175741E-06      0.27817810E+00
  4973      0.10118432E-06      0.27820942E+00
  4974      0.10061253E-06      0.27823791E+00
  4975      0.10004222E-06      0.27826890E+00
  4976      0.99472956E-07      0.27829489E+00
  4977      0.98904799E-07      0.27832243E+00
  4978      0.98337850E-07      0.27834916E+00
  4979      0.97772357E-07      0.27837336E+00
  4980      0.97208414E-07      0.27839673E+00
  4981      0.96645188E-07      0.27842009E+00
  4982      0.96083205E-07      0.27844125E+00
  4983      0.95522893E-07      0.27846253E+00
  4984      0.94963852E-07      0.27848312E+00
  4985      0.94405621E-07      0.27850333E+00
  4986      0.93849273E-07      0.27852044E+00
  4987      0.93293764E-07      0.27853897E+00
  4988      0.92740180E-07      0.27855727E+00
  4989      0.92187285E-07      0.27857158E+00
  4990      0.91636338E-07      0.27858916E+00
  4991      0.91086264E-07      0.27860498E+00
  4992      0.90537455E-07      0.27861571E+00
  4993      0.89990337E-07      0.27863014E+00
  4994      0.89444335E-07      0.27864346E+00
  4995      0.88899739E-07      0.27865544E+00
  4996      0.88356394E-07      0.27866563E+00
  4997      0.87814612E-07      0.27867824E+00
  4998      0.87274017E-07      0.27868736E+00
  4999      0.86734694E-07      0.27869877E+00
  5000      0.86196877E-07      0.27870598E+00
  5001      0.84774157E-07      0.27880314E+00
  5002      0.84242586E-07      0.27883673E+00
  5003      0.83711846E-07      0.27885392E+00
  5004      0.83182165E-07      0.27886632E+00
  5005      0.82654253E-07      0.27887279E+00
  5006      0.82128359E-07      0.27887663E+00
  5007      0.81603382E-07      0.27887824E+00
  5008      0.81080110E-07      0.27888009E+00
  5009      0.80558436E-07      0.27888000E+00
  5010      0.80038660E-07      0.27887896E+00
  5011      0.79519943E-07      0.27887559E+00
  5012      0.79002689E-07      0.27887413E+00
  5013      0.78487055E-07      0.27887130E+00
  5014      0.77973191E-07      0.27886868E+00
  5015      0.77460697E-07      0.27886540E+00
  5016      0.76949540E-07      0.27886212E+00
  5017      0.76439797E-07      0.27885875E+00
  5018      0.75931723E-07      0.27885652E+00
  5019      0.75425220E-07      0.27885529E+00
  5020      0.74919896E-07      0.27885365E+00
  5021      0.74416292E-07      0.27884886E+00
  5022      0.73913903E-07      0.27884871E+00
  5023      0.73413474E-07      0.27884880E+00
  5024      0.72914105E-07      0.27884728E+00
  5025      0.72416562E-07      0.27884826E+00
  5026      0.71920368E-07      0.27884603E+00
  5027      0.71425660E-07      0.27884737E+00
  5028      0.70932565E-07      0.27884713E+00
  5029      0.70440976E-07      0.27884942E+00
  5030      0.69951177E-07      0.27885050E+00
  5031      0.69462502E-07      0.27885163E+00
  5032      0.68975517E-07      0.27885386E+00
  5033      0.68490031E-07      0.27885586E+00
  5034      0.68006209E-07      0.27886021E+00
  5035      0.67523892E-07      0.27886224E+00
  5036      0.67042983E-07      0.27886388E+00
  5037      0.66563736E-07      0.27886814E+00
  5038      0.66085853E-07      0.27887368E+00
  5039      0.65610038E-07      0.27887675E+00
  5040      0.65135218E-07      0.27888069E+00
  5041      0.64662039E-07      0.27888560E+00
  5042      0.64190729E-07      0.27889177E+00
  5043      0.63720606E-07      0.27889669E+00
  5044      0.63252195E-07      0.27890149E+00
  5045      0.62785453E-07      0.27890867E+00
  5046      0.62320055E-07      0.27891359E+00
  5047      0.61856404E-07      0.27892029E+00
  5048      0.61394374E-07      0.27892777E+00
  5049      0.60933822E-07      0.27893460E+00
  5050      0.60474740E-07      0.27894184E+00
  5051      0.60017356E-07      0.27895126E+00
  5052      0.59561316E-07      0.27895722E+00
  5053      0.59107187E-07      0.27896562E+00
  5054      0.58654496E-07      0.27897459E+00
  5055      0.58203319E-07      0.27898169E+00
  5056      0.57753724E-07      0.27899021E+00
  5057      0.57305709E-07      0.27900001E+00
  5058      0.56859452E-07      0.27900815E+00
  5059      0.56414564E-07      0.27901772E+00
  5060      0.55971075E-07      0.27902821E+00
  5061      0.55529533E-07      0.27903804E+00
  5062      0.55089398E-07      0.27904832E+00
  5063      0.54650602E-07      0.27905783E+00
  5064      0.54213668E-07      0.27906737E+00
  5065      0.53778212E-07      0.27907819E+00
  5066      0.53344383E-07      0.27908844E+00
  5067      0.52911997E-07      0.27910018E+00
  5068      0.52481216E-07      0.27911094E+00
  5069      0.52051984E-07      0.27912161E+00
  5070      0.51624298E-07      0.27913186E+00
  5071      0.51198285E-07      0.27914357E+00
  5072      0.50773668E-07      0.27915531E+00
  5073      0.50350671E-07      0.27916491E+00
  5074      0.49929259E-07      0.27917865E+00
  5075      0.49509513E-07      0.27918896E+00
  5076      0.49091074E-07      0.27920204E+00
  5077      0.48674231E-07      0.27921402E+00
  5078      0.48258961E-07      0.27922630E+00
  5079      0.47845298E-07      0.27923545E+00
  5080      0.47433080E-07      0.27924880E+00
  5081      0.47022525E-07      0.27925941E+00
  5082      0.46613291E-07      0.27927119E+00
  5083      0.46205752E-07      0.27928466E+00
  5084      0.45799727E-07      0.27929547E+00
  5085      0.45395293E-07      0.27930695E+00
  5086      0.44992305E-07      0.27932036E+00
  5087      0.44590816E-07      0.27932954E+00
  5088      0.44190877E-07      0.27934021E+00
  5089      0.43792582E-07      0.27935308E+00
  5090      0.43395634E-07      0.27936298E+00
  5091      0.43000206E-07      0.27937329E+00
  5092      0.42606366E-07      0.27938390E+00
  5093      0.42213948E-07      0.27939495E+00
  5094      0.41823352E-07      0.27940661E+00
  5095      0.41434003E-07      0.27941608E+00
  5096      0.41046146E-07      0.27942443E+00
  5097      0.40659970E-07      0.27943492E+00
  5098      0.40275189E-07      0.27944362E+00
  5099      0.39891876E-07      0.27945340E+00
  5100      0.39510191E-07      0.27946183E+00
  5101      0.39129905E-07      0.27947170E+00
  5102      0.38751097E-07      0.27947924E+00
  5103      0.38373816E-07      0.27948642E+00
  5104      0.37998070E-07      0.27949393E+00
  5105      0.37623735E-07      0.27950174E+00
  5106      0.37250835E-07      0.27950835E+00
  5107      0.36879644E-07      0.27951613E+00
  5108      0.36509689E-07      0.27952078E+00
  5109      0.36141333E-07      0.27952626E+00
  5110      0.35774381E-07      0.27953303E+00
  5111      0.35408920E-07      0.27953708E+00
  5112      0.35044966E-07      0.27954143E+00
  5113      0.34682369E-07      0.27954453E+00
  5114      0.34321442E-07      0.27954945E+00
  5115      0.33961772E-07      0.27955338E+00
  5116      0.33603747E-07      0.27955455E+00
  5117      0.33246906E-07      0.27955791E+00
  5118      0.32891766E-07      0.27955934E+00
  5119      0.32537855E-07      0.27956069E+00
  5120      0.32185561E-07      0.27956033E+00
