 ITER          Simple-error          Ya-error
 33996      0.20638751E-10      0.88207215E-01
 33997      0.20636617E-10      0.88201553E-01
 33998      0.20632746E-10      0.88201195E-01
 33999      0.20634921E-10      0.88193476E-01
 34000      0.20631793E-10      0.88191986E-01
 34001      0.20630737E-10      0.88188529E-01
 34002      0.20632804E-10      0.88185072E-01
 34003      0.20628150E-10      0.88178992E-01
 34004      0.20633864E-10      0.88175952E-01
 34005      0.20625130E-10      0.88177055E-01
 34006      0.20625454E-10      0.88171512E-01
 34007      0.20622944E-10      0.88164002E-01
 34008      0.20622896E-10      0.88162422E-01
 34009      0.20620393E-10      0.88162184E-01
 34010      0.20621475E-10      0.88155717E-01
 34011      0.20619109E-10      0.88152200E-01
 34012      0.20619480E-10      0.88146389E-01
 34013      0.20617737E-10      0.88144958E-01
 34014      0.20618070E-10      0.88144153E-01
 34015      0.20615598E-10      0.88140637E-01
 34016      0.20611778E-10      0.88134855E-01
 34017      0.20615358E-10      0.88133395E-01
 34018      0.20611103E-10      0.88123620E-01
 34019      0.20613417E-10      0.88125765E-01
 34020      0.20609301E-10      0.88121176E-01
 34021      0.20611329E-10      0.88118643E-01
 34022      0.20606478E-10      0.88113427E-01
 34023      0.20609943E-10      0.88110059E-01
 34024      0.20603127E-10      0.88110596E-01
 34025      0.20602242E-10      0.88099420E-01
 34026      0.20605833E-10      0.88099360E-01
 34027      0.20602244E-10      0.88098526E-01
 34028      0.20598953E-10      0.88093668E-01
 34029      0.20599834E-10      0.88090569E-01
 34030      0.20598110E-10      0.88090092E-01
 34031      0.20596812E-10      0.88081419E-01
 34032      0.20597834E-10      0.88081658E-01
 34033      0.20597796E-10      0.88077724E-01
 34034      0.20592002E-10      0.88075548E-01
 34035      0.20592257E-10      0.88069826E-01
 34036      0.20591147E-10      0.88068604E-01
 34037      0.20587646E-10      0.88058889E-01
 34038      0.20590033E-10      0.88058919E-01
 34039      0.20590391E-10      0.88054031E-01
 34040      0.20587209E-10      0.88051796E-01
 34041      0.20590229E-10      0.88048011E-01
 34042      0.20584159E-10      0.88042349E-01
 34043      0.20585471E-10      0.88037193E-01
 34044      0.20583032E-10      0.88035345E-01
 34045      0.20584118E-10      0.88032097E-01
 34046      0.20581122E-10      0.88031024E-01
 34047      0.20578931E-10      0.88026375E-01
 34048      0.20581450E-10      0.88022709E-01
 34049      0.20579313E-10      0.88020563E-01
 34050      0.20578008E-10      0.88011056E-01
 34051      0.20575550E-10      0.88011831E-01
 34052      0.20576362E-10      0.88010728E-01
 34053      0.20573963E-10      0.88008434E-01
 34054      0.20571909E-10      0.87998062E-01
 34055      0.20570535E-10      0.87998360E-01
 34056      0.20567908E-10      0.87992370E-01
 34057      0.20566163E-10      0.87989837E-01
 34058      0.20568786E-10      0.87990791E-01
 34059      0.20567261E-10      0.87983847E-01
 34060      0.20565058E-10      0.87980121E-01
 34061      0.20562366E-10      0.87980747E-01
 34062      0.20562340E-10      0.87975383E-01
 34063      0.20561976E-10      0.87966084E-01
 34064      0.20561558E-10      0.87967306E-01
 34065      0.20556511E-10      0.87960899E-01
 34066      0.20557056E-10      0.87960690E-01
 34067      0.20555811E-10      0.87956339E-01
 34068      0.20558466E-10      0.87951601E-01
 34069      0.20555776E-10      0.87946117E-01
 34070      0.20557139E-10      0.87947845E-01
 34071      0.20555243E-10      0.87947577E-01
 34072      0.20552587E-10      0.87942123E-01
 34073      0.20550507E-10      0.87936282E-01
 34074      0.20551295E-10      0.87930322E-01
 34075      0.20549736E-10      0.87930650E-01
 34076      0.20548613E-10      0.87920517E-01
 34077      0.20546939E-10      0.87923557E-01
 34078      0.20545591E-10      0.87920994E-01
 34079      0.20543322E-10      0.87915331E-01
 34080      0.20544441E-10      0.87913513E-01
 34081      0.20541999E-10      0.87909698E-01
 34082      0.20543619E-10      0.87897778E-01
 34083      0.20541450E-10      0.87901562E-01
 34084      0.20538621E-10      0.87896883E-01
 34085      0.20537386E-10      0.87897271E-01
 34086      0.20536612E-10      0.87889731E-01
 34087      0.20533471E-10      0.87889552E-01
 34088      0.20535840E-10      0.87885916E-01
 34089      0.20533816E-10      0.87880343E-01
 34090      0.20530213E-10      0.87874800E-01
 34091      0.20530661E-10      0.87869227E-01
 34092      0.20531942E-10      0.87873340E-01
 34093      0.20527897E-10      0.87864608E-01
 34094      0.20529320E-10      0.87862015E-01
 34095      0.20527016E-10      0.87856978E-01
 34096      0.20527444E-10      0.87854326E-01
 34097      0.20523513E-10      0.87855190E-01
 34098      0.20521501E-10      0.87850690E-01
 34099      0.20519163E-10      0.87844521E-01
 34100      0.20519484E-10      0.87841064E-01
 34101      0.20522578E-10      0.87836981E-01
 34102      0.20520963E-10      0.87832481E-01
 34103      0.20521220E-10      0.87827533E-01
 34104      0.20517324E-10      0.87827682E-01
 34105      0.20519810E-10      0.87819397E-01
 34106      0.20514866E-10      0.87819844E-01
 34107      0.20514666E-10      0.87815553E-01
 34108      0.20511688E-10      0.87813020E-01
 34109      0.20510427E-10      0.87808341E-01
 34110      0.20510637E-10      0.87806702E-01
 34111      0.20507037E-10      0.87800384E-01
 34112      0.20507167E-10      0.87799221E-01
 34113      0.20505295E-10      0.87795317E-01
 34114      0.20504050E-10      0.87786913E-01
 34115      0.20502806E-10      0.87784261E-01
 34116      0.20502072E-10      0.87784082E-01
 34117      0.20497659E-10      0.87779284E-01
 34118      0.20498304E-10      0.87776035E-01
 34119      0.20497949E-10      0.87773085E-01
 34120      0.20497869E-10      0.87770015E-01
 34121      0.20497220E-10      0.87767661E-01
 34122      0.20495433E-10      0.87763309E-01
 34123      0.20496381E-10      0.87759733E-01
 34124      0.20492566E-10      0.87750316E-01
 34125      0.20493955E-10      0.87754190E-01
 34126      0.20489993E-10      0.87746471E-01
 34127      0.20491666E-10      0.87745547E-01
 34128      0.20486526E-10      0.87738901E-01
 34129      0.20490080E-10      0.87741852E-01
 34130      0.20487513E-10      0.87735146E-01
 34131      0.20482888E-10      0.87729275E-01
 34132      0.20483963E-10      0.87727666E-01
 34133      0.20483615E-10      0.87721407E-01
 34134      0.20489195E-10      0.87722421E-01
 34135      0.20484331E-10      0.87714434E-01
 34136      0.20484742E-10      0.87708056E-01
 34137      0.20483283E-10      0.87708056E-01
 34138      0.20481080E-10      0.87702930E-01
 34139      0.20479150E-10      0.87699264E-01
 34140      0.20481332E-10      0.87697506E-01
 34141      0.20476010E-10      0.87698221E-01
 34142      0.20477319E-10      0.87690264E-01
 34143      0.20473817E-10      0.87687999E-01
 34144      0.20471066E-10      0.87682188E-01
 34145      0.20471951E-10      0.87678879E-01
 34146      0.20472143E-10      0.87678641E-01
 34147      0.20469515E-10      0.87675422E-01
 34148      0.20465709E-10      0.87667465E-01
 34149      0.20466859E-10      0.87668628E-01
 34150      0.20465768E-10      0.87660253E-01
 34151      0.20467107E-10      0.87658376E-01
 34152      0.20466989E-10      0.87652624E-01
 34153      0.20466222E-10      0.87654978E-01
 34154      0.20466524E-10      0.87649763E-01
 34155      0.20464382E-10      0.87646782E-01
 34156      0.20463003E-10      0.87643355E-01
 34157      0.20458189E-10      0.87637752E-01
 34158      0.20456607E-10      0.87640047E-01
 34159      0.20456791E-10      0.87628841E-01
 34160      0.20453040E-10      0.87629318E-01
 34161      0.20454111E-10      0.87627053E-01
 34162      0.20457179E-10      0.87623030E-01
 34163      0.20455720E-10      0.87619036E-01
 34164      0.20453679E-10      0.87615550E-01
 34165      0.20453443E-10      0.87613642E-01
 34166      0.20450549E-10      0.87606192E-01
 34167      0.20449928E-10      0.87599784E-01
 34168      0.20449305E-10      0.87596834E-01
 34169      0.20446611E-10      0.87597370E-01
 34170      0.20444677E-10      0.87589771E-01
 34171      0.20446528E-10      0.87589145E-01
 34172      0.20445217E-10      0.87585241E-01
 34173      0.20443272E-10      0.87580949E-01
 34174      0.20440418E-10      0.87579429E-01
 34175      0.20440215E-10      0.87576896E-01
 34176      0.20435847E-10      0.87570518E-01
 34177      0.20434866E-10      0.87570637E-01
 34178      0.20433244E-10      0.87567061E-01
 34179      0.20432675E-10      0.87561041E-01
 34180      0.20430603E-10      0.87556332E-01
 34181      0.20433599E-10      0.87553889E-01
 34182      0.20432163E-10      0.87548673E-01
 34183      0.20427717E-10      0.87545604E-01
 34184      0.20427689E-10      0.87544411E-01
 34185      0.20427460E-10      0.87540776E-01
 34186      0.20423663E-10      0.87538719E-01
 34187      0.20426532E-10      0.87536514E-01
 34188      0.20424662E-10      0.87530851E-01
 34189      0.20423998E-10      0.87526679E-01
 34190      0.20422752E-10      0.87523192E-01
 34191      0.20416778E-10      0.87521553E-01
 34192      0.20419966E-10      0.87518573E-01
 34193      0.20418098E-10      0.87515563E-01
 34194      0.20417879E-10      0.87511152E-01
 34195      0.20418108E-10      0.87509274E-01
 34196      0.20411315E-10      0.87502688E-01
 34197      0.20409188E-10      0.87499946E-01
 34198      0.20409662E-10      0.87496579E-01
 34199      0.20410937E-10      0.87490946E-01
 34200      0.20410571E-10      0.87494045E-01
 34201      0.20407485E-10      0.87485433E-01
 34202      0.20409820E-10      0.87479591E-01
 34203      0.20409952E-10      0.87475419E-01
 34204      0.20405197E-10      0.87475568E-01
 34205      0.20407119E-10      0.87471396E-01
 34206      0.20409464E-10      0.87471664E-01
 34207      0.20406994E-10      0.87460816E-01
 34208      0.20403670E-10      0.87461889E-01
 34209      0.20402806E-10      0.87454885E-01
 34210      0.20399300E-10      0.87454289E-01
 34211      0.20399136E-10      0.87452799E-01
 34212      0.20402124E-10      0.87450147E-01
 34213      0.20398884E-10      0.87446332E-01
 34214      0.20399619E-10      0.87445110E-01
 34215      0.20400065E-10      0.87438107E-01
 34216      0.20398034E-10      0.87437391E-01
 34217      0.20393855E-10      0.87432504E-01
 34218      0.20393616E-10      0.87427139E-01
 34219      0.20393005E-10      0.87426603E-01
 34220      0.20396148E-10      0.87422550E-01
 34221      0.20392540E-10      0.87418973E-01
 34222      0.20393000E-10      0.87416351E-01
 34223      0.20389111E-10      0.87410510E-01
 34224      0.20389190E-10      0.87404430E-01
 34225      0.20386812E-10      0.87401092E-01
 34226      0.20386573E-10      0.87401330E-01
 34227      0.20389340E-10      0.87396502E-01
 34228      0.20384781E-10      0.87393641E-01
 34229      0.20385211E-10      0.87391496E-01
 34230      0.20384663E-10      0.87389171E-01
 34231      0.20385546E-10      0.87382913E-01
 34232      0.20380194E-10      0.87377548E-01
 34233      0.20380550E-10      0.87372124E-01
 34234      0.20379582E-10      0.87373078E-01
 34235      0.20378831E-10      0.87370574E-01
 34236      0.20378418E-10      0.87364316E-01
 34237      0.20378144E-10      0.87362528E-01
 34238      0.20378255E-10      0.87356448E-01
 34239      0.20377996E-10      0.87351143E-01
 34240      0.20377394E-10      0.87348223E-01
 34241      0.20374820E-10      0.87347329E-01
 34242      0.20373194E-10      0.87343216E-01
 34243      0.20371215E-10      0.87337852E-01
 34244      0.20370936E-10      0.87334692E-01
 34245      0.20367388E-10      0.87332308E-01
 34246      0.20369458E-10      0.87325990E-01
 34247      0.20368129E-10      0.87323010E-01
 34248      0.20369437E-10      0.87323666E-01
 34249      0.20364294E-10      0.87314427E-01
 34250      0.20363976E-10      0.87310851E-01
 34251      0.20362692E-10      0.87300122E-01
 34252      0.20360796E-10      0.87306738E-01
 34253      0.20362845E-10      0.87303281E-01
 34254      0.20361039E-10      0.87297082E-01
 34255      0.20357228E-10      0.87291420E-01
 34256      0.20358314E-10      0.87294161E-01
 34257      0.20356918E-10      0.87286472E-01
 34258      0.20357764E-10      0.87280393E-01
 34259      0.20353020E-10      0.87284029E-01
 34260      0.20358408E-10      0.87276161E-01
 34261      0.20350574E-10      0.87277412E-01
 34262      0.20348227E-10      0.87269247E-01
 34263      0.20346570E-10      0.87266862E-01
 34264      0.20349552E-10      0.87262630E-01
 34265      0.20345821E-10      0.87263644E-01
 34266      0.20345232E-10      0.87257028E-01
 34267      0.20341080E-10      0.87251425E-01
 34268      0.20342202E-10      0.87252140E-01
 34269      0.20340504E-10      0.87248206E-01
 34270      0.20337721E-10      0.87248206E-01
 34271      0.20339503E-10      0.87238252E-01
 34272      0.20333854E-10      0.87237835E-01
 34273      0.20333971E-10      0.87233722E-01
 34274      0.20332768E-10      0.87223172E-01
 34275      0.20332172E-10      0.87223351E-01
 34276      0.20332456E-10      0.87225735E-01
 34277      0.20330147E-10      0.87220609E-01
 34278      0.20328897E-10      0.87214589E-01
 34279      0.20328291E-10      0.87211311E-01
 34280      0.20328191E-10      0.87208211E-01
 34281      0.20325786E-10      0.87207556E-01
 34282      0.20326192E-10      0.87201357E-01
 34283      0.20323170E-10      0.87195098E-01
 34284      0.20323654E-10      0.87197304E-01
 34285      0.20325153E-10      0.87189794E-01
 34286      0.20318875E-10      0.87188900E-01
 34287      0.20319461E-10      0.87186277E-01
 34288      0.20319101E-10      0.87184906E-01
 34289      0.20319749E-10      0.87175250E-01
 34290      0.20318172E-10      0.87173283E-01
 34291      0.20315288E-10      0.87169766E-01
 34292      0.20316634E-10      0.87164700E-01
 34293      0.20318450E-10      0.87161899E-01
 34294      0.20317322E-10      0.87159991E-01
 34295      0.20318140E-10      0.87157309E-01
 34296      0.20315452E-10      0.87157547E-01
 34297      0.20317118E-10      0.87150156E-01
 34298      0.20316773E-10      0.87144196E-01
 34299      0.20315298E-10      0.87142885E-01
 34300      0.20314120E-10      0.87139904E-01
 34301      0.20311624E-10      0.87138653E-01
 34302      0.20311270E-10      0.87131381E-01
 34303      0.20308007E-10      0.87130427E-01
 34304      0.20305143E-10      0.87126672E-01
 34305      0.20306559E-10      0.87120950E-01
 34306      0.20305093E-10      0.87120712E-01
 34307      0.20301748E-10      0.87115884E-01
 34308      0.20303507E-10      0.87115347E-01
 34309      0.20303162E-10      0.87112069E-01
 34310      0.20300780E-10      0.87102830E-01
 34311      0.20298714E-10      0.87103188E-01
 34312      0.20299592E-10      0.87097406E-01
 34313      0.20299000E-10      0.87096035E-01
 34314      0.20297078E-10      0.87090254E-01
 34315      0.20294030E-10      0.87089002E-01
 34316      0.20296107E-10      0.87081015E-01
 34317      0.20295290E-10      0.87083280E-01
 34318      0.20293038E-10      0.87080598E-01
 34319      0.20290632E-10      0.87074161E-01
 34320      0.20290625E-10      0.87072611E-01
 34321      0.20289824E-10      0.87064803E-01
 34322      0.20284739E-10      0.87062716E-01
 34323      0.20287508E-10      0.87061048E-01
 34324      0.20288438E-10      0.87057769E-01
 34325      0.20283603E-10      0.87053299E-01
 34326      0.20286986E-10      0.87049723E-01
 34327      0.20283313E-10      0.87046981E-01
 34328      0.20283081E-10      0.87041318E-01
 34329      0.20280772E-10      0.87038279E-01
 34330      0.20276947E-10      0.87036371E-01
 34331      0.20279238E-10      0.87035537E-01
 34332      0.20280650E-10      0.87027431E-01
 34333      0.20278303E-10      0.87025821E-01
 34334      0.20273139E-10      0.87024093E-01
 34335      0.20278274E-10      0.87015986E-01
 34336      0.20275163E-10      0.87015808E-01
 34337      0.20272343E-10      0.87011814E-01
 34338      0.20270272E-10      0.87005675E-01
 34339      0.20267012E-10      0.87005675E-01
 34340      0.20264304E-10      0.87003291E-01
 34341      0.20267765E-10      0.86999476E-01
 34342      0.20265107E-10      0.86996436E-01
 34343      0.20260732E-10      0.86989224E-01
 34344      0.20262656E-10      0.86985052E-01
 34345      0.20259096E-10      0.86981833E-01
 34346      0.20258639E-10      0.86978078E-01
 34347      0.20258377E-10      0.86971760E-01
 34348      0.20259589E-10      0.86978674E-01
 34349      0.20256609E-10      0.86967170E-01
 34350      0.20252675E-10      0.86960793E-01
 34351      0.20254014E-10      0.86961448E-01
 34352      0.20252897E-10      0.86962581E-01
 34353      0.20252345E-10      0.86952627E-01
 34354      0.20253176E-10      0.86949944E-01
 34355      0.20251318E-10      0.86946666E-01
 34356      0.20250916E-10      0.86946785E-01
 34357      0.20244750E-10      0.86943209E-01
 34358      0.20244272E-10      0.86934686E-01
 34359      0.20243140E-10      0.86936891E-01
 34360      0.20244442E-10      0.86927533E-01
 34361      0.20240244E-10      0.86926460E-01
 34362      0.20240518E-10      0.86922169E-01
 34363      0.20238148E-10      0.86923003E-01
 34364      0.20239185E-10      0.86919606E-01
 34365      0.20240164E-10      0.86915314E-01
 34366      0.20237043E-10      0.86906374E-01
 34367      0.20238054E-10      0.86905897E-01
 34368      0.20234403E-10      0.86903334E-01
 34369      0.20231393E-10      0.86897194E-01
 34370      0.20234784E-10      0.86898744E-01
 34371      0.20234750E-10      0.86890519E-01
 34372      0.20232928E-10      0.86887240E-01
 34373      0.20231022E-10      0.86883485E-01
 34374      0.20230581E-10      0.86878717E-01
 34375      0.20229960E-10      0.86876690E-01
 34376      0.20228930E-10      0.86876690E-01
 34377      0.20227211E-10      0.86870074E-01
 34378      0.20230219E-10      0.86869717E-01
 34379      0.20223082E-10      0.86865187E-01
 34380      0.20222688E-10      0.86861789E-01
 34381      0.20222761E-10      0.86856544E-01
 34382      0.20223042E-10      0.86850882E-01
 34383      0.20218310E-10      0.86850524E-01
 34384      0.20218537E-10      0.86846113E-01
 34385      0.20216395E-10      0.86844504E-01
 34386      0.20218077E-10      0.86838126E-01
 34387      0.20217371E-10      0.86833537E-01
 34388      0.20214112E-10      0.86832166E-01
 34389      0.20215397E-10      0.86827874E-01
 34390      0.20214698E-10      0.86821914E-01
 34391      0.20212422E-10      0.86825550E-01
 34392      0.20216375E-10      0.86815774E-01
 34393      0.20209329E-10      0.86815655E-01
 34394      0.20209641E-10      0.86813211E-01
 34395      0.20209520E-10      0.86803257E-01
 34396      0.20208493E-10      0.86805344E-01
 34397      0.20206364E-10      0.86807013E-01
 34398      0.20203070E-10      0.86798608E-01
 34399      0.20200850E-10      0.86795330E-01
 34400      0.20201894E-10      0.86798251E-01
 34401      0.20201880E-10      0.86789310E-01
 34402      0.20196568E-10      0.86789012E-01
 34403      0.20193911E-10      0.86786330E-01
 34404      0.20196381E-10      0.86777389E-01
 34405      0.20191529E-10      0.86775482E-01
 34406      0.20188955E-10      0.86773038E-01
 34407      0.20190781E-10      0.86768925E-01
 34408      0.20187003E-10      0.86766601E-01
 34409      0.20186091E-10      0.86761951E-01
 34410      0.20186124E-10      0.86755395E-01
 34411      0.20182352E-10      0.86755991E-01
 34412      0.20180971E-10      0.86749613E-01
 34413      0.20180267E-10      0.86745799E-01
 34414      0.20178451E-10      0.86748302E-01
 34415      0.20178323E-10      0.86742043E-01
 34416      0.20175991E-10      0.86738288E-01
 34417      0.20175878E-10      0.86731851E-01
 34418      0.20174126E-10      0.86728573E-01
 34419      0.20173137E-10      0.86726665E-01
 34420      0.20171325E-10      0.86719334E-01
 34421      0.20168690E-10      0.86720049E-01
 34422      0.20167956E-10      0.86718500E-01
 34423      0.20168337E-10      0.86711466E-01
 34424      0.20171340E-10      0.86710215E-01
 34425      0.20167187E-10      0.86705208E-01
 34426      0.20165886E-10      0.86702049E-01
 34427      0.20166148E-10      0.86701691E-01
 34428      0.20167128E-10      0.86694002E-01
 34429      0.20164649E-10      0.86690426E-01
 34430      0.20165584E-10      0.86689651E-01
 34431      0.20161267E-10      0.86680591E-01
 34432      0.20164816E-10      0.86679161E-01
 34433      0.20162457E-10      0.86677730E-01
 34434      0.20162023E-10      0.86674929E-01
 34435      0.20158434E-10      0.86672366E-01
 34436      0.20159121E-10      0.86669624E-01
 34437      0.20154231E-10      0.86664021E-01
 34438      0.20154446E-10      0.86658597E-01
 34439      0.20155275E-10      0.86657345E-01
 34440      0.20153636E-10      0.86655855E-01
 34441      0.20152839E-10      0.86649239E-01
 34442      0.20148994E-10      0.86650610E-01
 34443      0.20152293E-10      0.86645424E-01
 34444      0.20149911E-10      0.86636126E-01
 34445      0.20149054E-10      0.86637199E-01
 34446      0.20146098E-10      0.86630225E-01
 34447      0.20144568E-10      0.86629093E-01
 34448      0.20143278E-10      0.86620152E-01
 34449      0.20142350E-10      0.86622059E-01
 34450      0.20142958E-10      0.86618006E-01
 34451      0.20139505E-10      0.86616933E-01
 34452      0.20140136E-10      0.86609542E-01
 34453      0.20139772E-10      0.86606681E-01
 34454      0.20137293E-10      0.86605430E-01
 34455      0.20136089E-10      0.86603284E-01
 34456      0.20134380E-10      0.86596489E-01
 34457      0.20133232E-10      0.86596429E-01
 34458      0.20132800E-10      0.86592555E-01
 34459      0.20132798E-10      0.86587369E-01
 34460      0.20129585E-10      0.86583018E-01
 34461      0.20130878E-10      0.86580634E-01
 34462      0.20126486E-10      0.86576700E-01
 34463      0.20128746E-10      0.86574435E-01
 34464      0.20125091E-10      0.86570203E-01
 34465      0.20127434E-10      0.86564481E-01
 34466      0.20127837E-10      0.86565256E-01
 34467      0.20123786E-10      0.86553216E-01
 34468      0.20124995E-10      0.86552560E-01
 34469      0.20123741E-10      0.86550713E-01
 34470      0.20121630E-10      0.86548984E-01
 34471      0.20119618E-10      0.86545467E-01
 34472      0.20119273E-10      0.86540937E-01
 34473      0.20119868E-10      0.86536467E-01
 34474      0.20117668E-10      0.86534917E-01
 34475      0.20114873E-10      0.86530089E-01
 34476      0.20113612E-10      0.86529791E-01
 34477      0.20116638E-10      0.86527586E-01
 34478      0.20117727E-10      0.86521804E-01
 34479      0.20114613E-10      0.86524129E-01
 34480      0.20114093E-10      0.86514771E-01
 34481      0.20113270E-10      0.86508989E-01
 34482      0.20111312E-10      0.86509347E-01
 34483      0.20108982E-10      0.86508095E-01
 34484      0.20111078E-10      0.86503148E-01
 34485      0.20112722E-10      0.86501896E-01
 34486      0.20107926E-10      0.86496234E-01
 34487      0.20106744E-10      0.86492479E-01
 34488      0.20106111E-10      0.86487174E-01
 34489      0.20105943E-10      0.86484909E-01
 34490      0.20104560E-10      0.86485744E-01
 34491      0.20101212E-10      0.86480975E-01
 34492      0.20098864E-10      0.86476088E-01
 34493      0.20098787E-10      0.86472094E-01
 34494      0.20096725E-10      0.86465776E-01
 34495      0.20096784E-10      0.86465716E-01
 34496      0.20096617E-10      0.86462021E-01
 34497      0.20096530E-10      0.86456716E-01
 34498      0.20097287E-10      0.86456358E-01
 34499      0.20095496E-10      0.86452365E-01
 34500      0.20091548E-10      0.86446524E-01
 34501      0.20090651E-10      0.86442947E-01
 34502      0.20088611E-10      0.86440980E-01
 34503      0.20087930E-10      0.86439252E-01
 34504      0.20084254E-10      0.86438596E-01
 34505      0.20085607E-10      0.86432517E-01
 34506      0.20082399E-10      0.86428761E-01
 34507      0.20081926E-10      0.86423934E-01
 34508      0.20084368E-10      0.86424172E-01
 34509      0.20083242E-10      0.86419225E-01
 34510      0.20083445E-10      0.86417198E-01
 34511      0.20077074E-10      0.86414278E-01
 34512      0.20079721E-10      0.86412489E-01
 34513      0.20080592E-10      0.86401761E-01
 34514      0.20075568E-10      0.86397171E-01
 34515      0.20075868E-10      0.86394072E-01
 34516      0.20074251E-10      0.86394846E-01
 34517      0.20075920E-10      0.86387694E-01
 34518      0.20072898E-10      0.86385667E-01
 34519      0.20072869E-10      0.86385965E-01
 34520      0.20070206E-10      0.86379111E-01
 34521      0.20068412E-10      0.86372912E-01
 34522      0.20068149E-10      0.86374581E-01
 34523      0.20067330E-10      0.86369336E-01
 34524      0.20066572E-10      0.86359739E-01
 34525      0.20065056E-10      0.86362839E-01
 34526      0.20065685E-10      0.86358786E-01
 34527      0.20064499E-10      0.86349308E-01
 34528      0.20059827E-10      0.86348176E-01
 34529      0.20062377E-10      0.86346090E-01
 34530      0.20057017E-10      0.86344957E-01
 34531      0.20056727E-10      0.86337745E-01
 34532      0.20057719E-10      0.86332381E-01
 34533      0.20055471E-10      0.86329281E-01
 34534      0.20052404E-10      0.86328745E-01
 34535      0.20052919E-10      0.86323261E-01
 34536      0.20050359E-10      0.86320102E-01
 34537      0.20052460E-10      0.86317718E-01
 34538      0.20049566E-10      0.86314917E-01
 34539      0.20046647E-10      0.86309314E-01
 34540      0.20044078E-10      0.86309135E-01
 34541      0.20044390E-10      0.86306572E-01
 34542      0.20043854E-10      0.86299658E-01
 34543      0.20042126E-10      0.86293280E-01
 34544      0.20044168E-10      0.86293161E-01
 34545      0.20041262E-10      0.86287558E-01
 34546      0.20038807E-10      0.86282134E-01
 34547      0.20038774E-10      0.86282134E-01
 34548      0.20042369E-10      0.86279094E-01
 34549      0.20037905E-10      0.86273611E-01
 34550      0.20037227E-10      0.86271703E-01
 34551      0.20037975E-10      0.86269855E-01
 34552      0.20036528E-10      0.86260915E-01
 34553      0.20033919E-10      0.86262524E-01
 34554      0.20035444E-10      0.86254597E-01
 34555      0.20034703E-10      0.86256444E-01
 34556      0.20032845E-10      0.86251318E-01
 34557      0.20032632E-10      0.86245835E-01
 34558      0.20031072E-10      0.86242497E-01
 34559      0.20033556E-10      0.86237371E-01
 34560      0.20033492E-10      0.86232960E-01
 34561      0.20031811E-10      0.86231351E-01
 34562      0.20033955E-10      0.86227655E-01
 34563      0.20031480E-10      0.86227775E-01
 34564      0.20029322E-10      0.86221993E-01
 34565      0.20030127E-10      0.86219728E-01
 34566      0.20030189E-10      0.86215198E-01
 34567      0.20028083E-10      0.86213470E-01
 34568      0.20027742E-10      0.86208999E-01
 34569      0.20023049E-10      0.86210072E-01
 34570      0.20017718E-10      0.86201847E-01
 34571      0.20022364E-10      0.86200535E-01
 34572      0.20021007E-10      0.86195111E-01
 34573      0.20021601E-10      0.86187601E-01
 34574      0.20020497E-10      0.86187184E-01
 34575      0.20017845E-10      0.86181819E-01
 34576      0.20016686E-10      0.86184382E-01
 34577      0.20016516E-10      0.86177766E-01
 34578      0.20013928E-10      0.86176693E-01
 34579      0.20010835E-10      0.86171925E-01
 34580      0.20004809E-10      0.86164951E-01
 34581      0.20004774E-10      0.86162984E-01
 34582      0.20005228E-10      0.86158335E-01
 34583      0.20004283E-10      0.86154580E-01
 34584      0.20002083E-10      0.86156726E-01
 34585      0.20002446E-10      0.86144030E-01
 34586      0.20001313E-10      0.86144626E-01
 34587      0.19997887E-10      0.86138308E-01
 34588      0.19998649E-10      0.86137295E-01
 34589      0.19995516E-10      0.86129606E-01
 34590      0.19999087E-10      0.86130440E-01
 34591      0.19993613E-10      0.86126685E-01
 34592      0.19996192E-10      0.86124003E-01
 34593      0.19994789E-10      0.86122036E-01
 34594      0.19989586E-10      0.86116135E-01
 34595      0.19991718E-10      0.86112440E-01
 34596      0.19991534E-10      0.86108088E-01
 34597      0.19990894E-10      0.86107731E-01
 34598      0.19988122E-10      0.86103439E-01
 34599      0.19989491E-10      0.86100399E-01
 34600      0.19988219E-10      0.86094081E-01
 34601      0.19986183E-10      0.86090684E-01
 34602      0.19986729E-10      0.86091757E-01
 34603      0.19984901E-10      0.86083412E-01
 34604      0.19980594E-10      0.86082637E-01
 34605      0.19983949E-10      0.86083293E-01
 34606      0.19982732E-10      0.86077690E-01
 34607      0.19979525E-10      0.86073101E-01
 34608      0.19980457E-10      0.86070120E-01
 34609      0.19979761E-10      0.86068630E-01
 34610      0.19980136E-10      0.86069047E-01
 34611      0.19979395E-10      0.86060286E-01
 34612      0.19983053E-10      0.86057842E-01
 34613      0.19978576E-10      0.86057246E-01
 34614      0.19976779E-10      0.86049616E-01
 34615      0.19973360E-10      0.86040854E-01
 34616      0.19975464E-10      0.86041212E-01
 34617      0.19975341E-10      0.86035907E-01
 34618      0.19972057E-10      0.86032510E-01
 34619      0.19967515E-10      0.86031258E-01
 34620      0.19972090E-10      0.86027801E-01
 34621      0.19969531E-10      0.86022735E-01
 34622      0.19964331E-10      0.86024106E-01
 34623      0.19964065E-10      0.86015701E-01
 34624      0.19962192E-10      0.86014807E-01
 34625      0.19962866E-10      0.86014271E-01
 34626      0.19958523E-10      0.86011589E-01
 34627      0.19958578E-10      0.86006761E-01
 34628      0.19957222E-10      0.86003721E-01
 34629      0.19958517E-10      0.85998893E-01
 34630      0.19955119E-10      0.85993528E-01
